Tempo Médio de Serviço,Tempo Médio de Fila,Tempo Médio no Sistema,Tempo Médio de Inatividade
8.312859114904649,3190.33910953951,3198.6519686544193,0.006194357542576764
8.037976623577334,2955.7292451867593,2963.767221810334,0.0027637574832048944
8.030310113642075,2914.8320290882607,2922.8623392019012,0.001072488583098613
8.18982779700288,3133.7557648120905,3141.9455926090923,1.9280595340965878E-4
8.267687494636668,3108.8501368630423,3117.1178243576783,0.0011253750016569693
8.071655752789226,2999.339879569146,3007.411535321939,0.0019079800060321866
8.295010889644333,3227.9402509975225,3236.2352618871655,0.006124599035673581
8.155821257728473,2984.2468208208907,2992.4026420786213,0.0012355340359888995
8.667586232612956,3310.1194445528504,3318.787030785465,0.001988850522580345
7.988772863086838,2863.852908813726,2871.8416816768117,0.006914583312061838
7.877501541526709,3046.516356281479,3054.3938578230045,0.002485373286340039
8.233732091924411,3135.853418046373,3144.087150138295,0.004099466309192471
8.106322551390505,2855.5121090736952,2863.6184316250838,3.320147199136028E-4
8.275519448842804,3113.901811422111,3122.1773308709558,0.013843708406744992
8.18887178117248,2999.8214609381944,3008.010332719369,0.002349617804127396
8.089737436404327,3002.5193930096693,3010.6091304460774,4.4317452594541527E-4
8.345959550494026,3185.4156566503643,3193.7616162008553,0.007174551290494726
7.954079907716223,3000.7627869499643,3008.716866857677,0.00245098541061326
8.41480130524367,3244.573839837026,3252.9886411422717,0.0026778046898685566
8.247735064151586,3115.372949955351,3123.6206850195003,0.004192722146469559
7.934798791373534,2898.8558066249325,2906.7906054163072,5.608780667676224E-4
7.496544981745745,2774.6217011821227,2782.1182461638646,1.899448737166394E-4
8.617008676514025,3438.8318665535853,3447.4488752301004,2.2380149062591601E-4
7.8987656435500035,3009.2140499214765,3017.1128155650267,0.003177365766317659
8.041301711750066,3063.589195163826,3071.630496875578,2.582388508148216E-4
7.292334283463222,2664.5359494017025,2671.828283685169,0.003198717754000618
8.110028203933297,2943.1634110142045,2951.2734392181383,7.294343926888901E-4
7.825635624395561,2903.2454203864586,2911.071056010861,0.005159002354448843
8.063177525758505,3190.7704137879173,3198.833591313668,7.738883684253618E-4
8.046011196818828,3036.170005094274,3044.216016291095,0.003712826394023889
7.968744524730761,3068.3016144370154,3076.2703589617445,8.658781702525988E-4
8.134668093601427,3177.4140732009123,3185.548741294511,0.0023412179055078823
8.127470388276013,3265.4776270620287,3273.6050974503073,0.003918458917132735
