Tempo Médio de Serviço,Desvio Padrão Serviço,Tempo Médio de Fila,Desvio Padrão Fila,Tempo Médio no Sistema,Desvio Padrão Sistema,Tempo Médio de Inatividade,Desvio Padrão Inatividade
8.01832387067849,0.2469888859651785,3010.948810830794,151.67455624465765,3018.9671347014705,151.88608033511647,0.00297140055063268,0.0028358104087228913
