randTEC,randTS,Tempo Entre Chegadas,Tempo de Serviço,Chegada,Começo do Serviço,Fim do Serviço,Tempo de Fila,Tempo no Sistema,Tempo Inativo do Servidor
0.106538,0.583557,4.478507099923165,4.308905165209667,4.478507099923165,4.478507099923165,8.787412265132833,0.0,4.3089051652096675,4.478507099923165
0.846415,0.703205,0.33349099183586933,2.8168545782701986,4.811998091759035,8.787412265132833,11.604266843403032,3.9754141733737978,6.792268751643997,0.0
0.760323,0.743527,0.5480238719773599,2.3708015921092116,5.360021963736395,11.604266843403032,13.975068435512243,6.2442448796666365,8.615046471775848,0.0
0.464796,0.82335,1.5323133586668911,1.554991162545033,6.892335322403286,13.975068435512243,15.530059598057276,7.082733113108957,8.63772427565399,0.0
0.035492,0.522124,6.676895920018091,5.19880137133449,13.569231242421377,15.530059598057276,20.728860969391768,1.9608283556358987,7.15962972697039,0.0
0.337209,0.478361,2.1741047256383195,5.899116811263385,15.743335968059696,20.728860969391768,26.62797778065515,4.985525001332071,10.884641812595454,0.0
0.820442,0.172816,0.3958241191101161,14.04422267444815,16.139160087169813,26.62797778065515,40.6722004551033,10.488817693485338,24.533040367933488,0.0
0.519436,0.160542,1.3100233428244048,14.633597507215217,17.449183429994218,40.6722004551033,55.30579796231852,23.223017025109083,37.8566145323243,0.0
0.222369,0.349185,3.006834229620793,8.417227290126053,20.45601765961501,55.30579796231852,63.72302525244457,34.84978030270351,43.26700759282956,0.0
0.745406,0.032284,0.5876524851998178,27.46546822016009,21.04367014481483,63.72302525244457,91.18849347260466,42.679355107629746,70.14482332778984,0.0
0.597994,0.479249,1.0283491170533134,5.884279869217568,22.072019261868142,91.18849347260468,97.07277334182224,69.11647421073653,75.0007540799541,1.4210854715202004E-14
0.738934,0.268432,0.6050933438010275,10.521261247632738,22.67711260566917,97.07277334182224,107.59403458945498,74.39566073615308,84.91692198378581,0.0
0.539314,0.244962,1.23491463479734,11.253217460062334,23.91202724046651,107.59403458945498,118.84725204951731,83.68200734898846,94.9352248090508,0.0
0.073281,0.627857,5.226907824842325,3.7235427635958755,29.138935065308836,118.8472520495173,122.57079481311317,89.70831698420847,93.43185974780434,0.0
0.393075,0.414878,1.8675096912515947,7.038166222995517,31.00644475656043,122.57079481311317,129.6089610361087,91.56435005655274,98.60251627954827,0.0
0.85876,0.187712,0.304531581361546,13.38277124501721,31.310976337921975,129.6089610361087,142.9917322811259,98.29798469818672,111.68075594320393,0.0
0.87951,0.92679,0.2567806895450348,0.6082262103723325,31.56775702746701,142.9917322811259,143.59995849149823,111.4239752536589,112.03220146403122,0.0
0.555662,0.014323,1.1751901665101097,33.96710913747527,32.74294719397712,143.59995849149823,177.5670676289735,110.8570112975211,144.82412043499636,0.0
0.733155,0.131489,0.6207962793910285,16.230656648426432,33.36374347336815,177.5670676289735,193.79772427739994,144.20332415560534,160.4339808040318,0.0
0.939464,0.566565,0.12489155823434156,4.545307723734889,33.48863503160249,193.79772427739994,198.34303200113482,160.30908924579745,164.85439696953233,0.0
0.254163,0.724552,2.7395589710044947,2.577613969280106,36.22819400260698,198.34303200113482,200.9206459704149,162.11483799852783,164.69245196780793,0.0
0.54676,0.395955,1.2074906593953696,7.4116376843871485,37.43568466200235,200.9206459704149,208.33228365480207,163.48496130841255,170.8965989927997,0.0
0.819673,0.243153,0.397699597491454,11.312515233164252,37.833384259493805,208.33228365480207,219.64479888796632,170.49889939530826,181.8114146284725,0.0
0.675005,0.809535,0.7860703614592691,1.690362161866714,38.61945462095307,219.64479888796632,221.33516104983303,181.02534426701325,182.71570642887997,0.0
0.850823,0.775876,0.3231023252822045,2.0301005230539446,38.94255694623528,221.33516104983303,223.36526157288696,182.39260410359776,184.4227046266517,0.0
0.156204,0.315442,3.713184867419627,9.230243592663024,42.655741813654906,223.36526157288696,232.59550516554998,180.70951975923205,189.93976335189507,0.0
0.638385,0.341837,0.8976274587263611,8.587370109763595,43.55336927238127,232.59550516554998,241.18287527531356,189.0421358931687,197.6295060029323,0.0
